Sector de actividad económica;Tipo de equipo e instalación;Ámbito medioambiental;Total Nacional;Comunidades y Ciudades Autónomas;periodo;Total
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2018;7.222.379
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2017;6.124.456
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2016;5.631.942
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2015;7.313.700
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2014;10.728.989
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2013;15.540.808
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2012;15.468.722
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2011;6.378.765
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2010;18.948.848
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2009;31.717.766
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2008;39.731.051
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2020;5.454.631
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2019;6.370.452
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2018;4.147.049
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2017;3.870.187
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2016;3.575.054
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2015;2.938.365
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2014;4.454.221
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2013;4.406.785
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2012;3.519.432
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2011;9.206.676
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2010;8.099.485
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2009;13.124.244
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;10 Comunitat Valenciana;2008;16.386.979
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2020;124.125
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2019;465.991
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2018;91.678
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2017;206.290
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2016;114.026
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2015;160.959
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2014;157.164
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2013;16.053
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2012;126.526
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2011;278.427
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2010;392.709
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2009;386.111
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;11 Extremadura;2008;6.858.166
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2020;4.147.159
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2019;10.899.896
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2018;4.889.390
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2017;5.663.862
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2016;8.968.048
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2015;6.981.282
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2014;7.347.965
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2013;4.899.970
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2012;4.702.748
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2011;7.588.814
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2010;5.216.585
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2009;2.822.939
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;12 Galicia;2008;8.885.496
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2020;1.372.340
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2019;3.618.799
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2018;1.331.366
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2017;1.239.424
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2016;1.114.655
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2015;990.920
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2014;3.612.856
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2013;1.751.608
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2012;1.805.115
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2011;3.784.603
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2010;7.282.385
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2009;5.087.282
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;13 Madrid, Comunidad de;2008;4.289.686
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2020;451.373
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2019;4.689.114
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2018;542.543
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2017;686.077
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2016;1.038.361
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2015;565.742
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2014;698.342
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2013;417.141
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2012;1.336.643
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2011;1.021.407
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2010;2.086.426
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2009;2.176.686
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;14 Murcia, Región de;2008;2.846.547
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2020;1.385.613
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2019;1.996.650
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2018;537.004
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2017;890.919
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2016;2.451.137
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2015;311.795
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2014;550.880
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2013;980.774
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2012;1.652.642
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2011;748.885
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2010;2.044.175
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2009;4.174.888
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;15 Navarra, Comunidad Foral de;2008;3.044.003
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2020;4.512.064
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2019;1.805.790
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2018;1.664.258
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2017;2.501.057
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2016;2.506.884
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2015;2.292.613
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2014;4.928.051
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2013;5.805.720
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2012;10.106.807
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2011;3.584.778
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2010;6.541.534
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2009;4.602.044
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;16 País Vasco;2008;14.993.291
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2020;258.000
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2019;482.349
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2018;461.849
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2017;288.011
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2016;64.853
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2015;132.128
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2014;155.065
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2013;47.087
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2012;178.287
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2011;1.906.073
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2010;334.371
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2009;53.723
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;17 Rioja, La;2008;2.979.209
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2020;15.179.525
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2019;33.693.873
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2018;29.291.184
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2017;26.276.138
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2016;27.752.098
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2015;28.725.744
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2014;32.078.110
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2013;34.569.199
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2012;69.078.752
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2011;57.221.613
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2010;33.471.869
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2009;27.781.631
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;;2008;41.197.309
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2020;3.685.670
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2019;3.629.350
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2018;4.571.017
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2017;3.118.641
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2016;1.787.036
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2015;2.291.805
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2014;2.807.908
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2013;5.440.128
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2012;6.440.348
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2011;3.471.993
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2010;5.510.456
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2009;2.677.667
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;01 Andalucía;2008;7.116.249
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2020;462.987
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2019;663.094
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2018;787.792
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2017;584.640
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2016;175.940
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2015;799.995
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2014;638.849
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2013;965.311
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2012;957.436
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2011;680.412
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2010;738.687
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2009;912.089
Total actividades;INVERSIÓN TOTAL;Protección y descontaminación de suelos, aguas subterráneas y superficiales;Total Nacional;02 Aragón;2008;1.640.226
